season,team_name,role,name
2006,St. Louis Rams,Running backs,Wayne Moses
2006,St. Louis Rams,Wide receivers,Henry Ellard
2006,St. Louis Rams,Tight ends,Judd Garrett
2006,St. Louis Rams,Offensive line,Paul T Boudreau
2006,St. Louis Rams,Assistant offensive line,Jim Chaney
2006,St. Louis Rams,Offensive assistant/special assistant,Jeff Horton
2006,St. Louis Rams,Offensive quality control/running backs,Randy Hanson
2006,St. Louis Rams,Defensive coordinator,Jim Haslett
2006,St. Louis Rams,Defensive line,Brian Baker
2006,St. Louis Rams,Secondary,Willy Robinson
2006,St. Louis Rams,Assistant secondary/linebackers,Ron Milus
2006,St. Louis Rams,Defensive quality control,Joe Baker
2006,St. Louis Rams,Special teams,Bob Ligashesky
2006,St. Louis Rams,Assistant special teams/defensive assistant,Todd Downing
2006,St. Louis Rams,Head strength and conditioning,Dana LeDuc
2006,St. Louis Rams,Assistant strength and conditioning,Brad Roll
2006,San Diego Chargers,Owner,Alex Spanos
2006,San Diego Chargers,President/chief executive officer,Dean Spanos
2006,San Diego Chargers,Executive vice president,Michael Spanos
2006,San Diego Chargers,Executive vice president/general manager,A. J. Smith
2006,San Diego Chargers,Assistant general manager/director of player personnel,Buddy Nix
2006,San Diego Chargers,Vice president of football operations,Ed McGuire
2006,San Diego Chargers,Director of college scouting,Jimmy Raye
2006,San Diego Chargers,Director of pro scouting,Dennis Abraham
2006,San Diego Chargers,Assistant director of college scouting,John Spanos
2006,San Diego Chargers,Head coach,Marty Schottenheimer
2006,San Diego Chargers,Offensive coordinator,Cam Cameron
2006,San Diego Chargers,Quarterbacks,John Ramsdell
2006,San Diego Chargers,Running backs,Clarence Shelmon
2006,San Diego Chargers,Wide receivers,James Lofton
2006,San Diego Chargers,Tight ends,Rob Chudzinski
2006,San Diego Chargers,Offensive line,Jack Henry
2006,San Diego Chargers,Assistant Offensive line,Hal Hunter
2006,San Diego Chargers,Defensive coordinator,Wade Phillips
2006,San Diego Chargers,Defensive line,Wayne Nunnely
2006,San Diego Chargers,Linebackers,Greg Manusky
2006,San Diego Chargers,Assistant linebackers/quality control,John Pagano
2006,San Diego Chargers,Secondary,Brian Stewart
2006,San Diego Chargers,Special teams,Steve Crosby
2006,San Diego Chargers,Strength and conditioning,Dave Redding
2006,San Diego Chargers,Assistant strength and conditioning,Matt Schiotz
2006,Washington Redskins,Owner,Daniel Snyder
2006,Washington Redskins,Vice president of football operations,Joe Mendes
2006,Washington Redskins,Vice president of football operations,Pepper Rodgers
2006,Washington Redskins,Director of player personnel,Vinny Cerrato
2006,Washington Redskins,Head coach,Joe Gibbs
2006,Washington Redskins,Offensive coordinator,Don Breaux
2006,Washington Redskins,Quarterbacks,Bill Lazor
2006,Washington Redskins,Running backs,Earnest Byner
2006,Washington Redskins,Wide receivers,Stan Hixon
2006,Washington Redskins,Tight ends,Rennie Simmons
2006,Washington Redskins,Offensive assistant,Jack Burns
2006,Washington Redskins,Quality control,Coy Gibbs
2006,Washington Redskins,Defensive coordinator/defensive line,Greg Blache
2006,Washington Redskins,Passing Game Coordinator/safeties,Steve Jackson
2006,Washington Redskins,Linebackers,Dale Lindsey
2006,Washington Redskins,Secondary/corners,Jerry Gray
2006,Washington Redskins,Special teams,Danny Smith
2006,Washington Redskins,Defensive line/special teams,Kirk Olivadotti
2006,Washington Redskins,Strength and conditioning,John Hastings
2006,Washington Redskins,Assistant strength and conditioning,Bobby Crumpler
2006,Washington Redskins,Assistant strength and conditioning,Tony Spinosa
2007,Arizona Cardinals,Chairman/President,William V. Bidwill
2007,Arizona Cardinals,Vice president/general counsel,Michael J. Bidwill
2007,Arizona Cardinals,"Vice President, Football Operations",Rod Graves
2007,Arizona Cardinals,Head coach,Ken Whisenhunt
2007,Arizona Cardinals,Assistant head coach/offensive line,Russ Grimm
2007,Arizona Cardinals,Offensive coordinator,Todd Haley
2007,Arizona Cardinals,Quarterbacks,Jeff Rutledge
2007,Arizona Cardinals,Running backs,Maurice Carthon
2007,Arizona Cardinals,Wide receivers,Mike Miller
2007,Arizona Cardinals,Tight ends,Freddie Kitchens
2007,Arizona Cardinals,Offensive quality control,Dedric Ward
2007,Arizona Cardinals,Defensive coordinator,Clancy Pendergast
2007,Arizona Cardinals,Defensive line,Ron Aiken
2007,Arizona Cardinals,Linebackers,Billy Davis
2007,Arizona Cardinals,Defensive backs,Teryl Austin
2007,Arizona Cardinals,Assistant defensive backs,Rick Courtright
2007,Arizona Cardinals,Defensive assistant,Matt Raich
2007,Arizona Cardinals,Special teams,Kevin Spencer
2007,Arizona Cardinals,Strength and conditioning,John Lott
2007,Arizona Cardinals,Assistant strength and conditioning,Keith Vulgamott
2007,Atlanta Falcons,Owner/chief executive officer,Arthur Blank
2007,Atlanta Falcons,President/general manager,Rich McKay
2007,Atlanta Falcons,Assistant general manager,Billy Devaney
2007,Atlanta Falcons,Director of pro personnel,Les Snead
2007,Atlanta Falcons,Director of college scouting,Phil Emery
2007,Atlanta Falcons,Head coach,Bobby Petrino
2007,Atlanta Falcons,Interim head coach/defensive backs,Emmitt Thomas
2007,Atlanta Falcons,Offensive coordinator,Hue Jackson
2007,Atlanta Falcons,Quarterbacks,Bill Musgrave
2007,Atlanta Falcons,Running backs,Ollie Wilson
2007,Atlanta Falcons,Wide receivers,Paul Petrino
2007,Atlanta Falcons,Tight ends,Keith Rowen
2007,Atlanta Falcons,Offensive line,Mike Summers
2007,Atlanta Falcons,Offensive assistant/quality control,Derrick Nix
2007,Atlanta Falcons,Offensive assistant,Andy Sugarman
2007,Atlanta Falcons,Defensive coordinator,Mike Zimmer
2007,Atlanta Falcons,Defensive line,Kevin Wolthausen
2007,Atlanta Falcons,Linebackers,Brian VanGorder
2007,Atlanta Falcons,Assistant defensive backs,Joe Whitt Jr.
2007,Atlanta Falcons,Defensive assistant/quality control,Jonathan Gannon
2007,Atlanta Falcons,Special teams coordinator,Jerry Rosburg
2007,Atlanta Falcons,Assistant special teams,Tom McMahon
2007,Atlanta Falcons,Head strength and conditioning,Evan Marcus
2007,Atlanta Falcons,Assistant strength and conditioning,Billy Johnson
2007,Atlanta Falcons,Assistant strength and conditioning,Dave Puloka
2007,Baltimore Ravens,Owner,Steve Bisciotti
2007,Baltimore Ravens,Minority owner,Art Modell
2007,Baltimore Ravens,President,Dick Cass
2007,Baltimore Ravens,General manager/Executive Vice President,Ozzie Newsome
2007,Baltimore Ravens,Vice president of football administration,Pat Moriarty
2007,Baltimore Ravens,Director of pro personnel,George Kokinis
2007,Baltimore Ravens,Assistant director of pro personnel,Vince Newsome
2007,Baltimore Ravens,Director of college scouting,Eric DeCosta
2007,Baltimore Ravens,Head coach,Brian Billick
2007,Baltimore Ravens,Assistant Head coach/Offensive line,Chris Foerster
2007,Baltimore Ravens,Special assistant to the Head coach,Vic Fangio
2007,Baltimore Ravens,Offensive coordinator/Quarterbacks,Rick Neuheisel
2007,Baltimore Ravens,Assistant quarterbacks,Jedd Fisch
2007,Baltimore Ravens,Running backs,Tony Nathan
2007,Baltimore Ravens,Wide receivers,Mike Johnson
2007,Baltimore Ravens,Tight ends/Assistant offensive line,Wade Harman
2007,Baltimore Ravens,Assistant offensive line,Greg Roman
2007,Baltimore Ravens,Assistant head coach/defensive coordinator,Rex Ryan
2007,Baltimore Ravens,Defensive line,Clarence Brooks
2007,Baltimore Ravens,Linebackers,Jeff FitzGerald
2007,Baltimore Ravens,Outside linebackers,Mike Pettine
2007,Baltimore Ravens,Defensive backs,Mark Carrier
2007,Baltimore Ravens,Secondary,Dennis Thurman
2007,Baltimore Ravens,Assistant special teams,John Fassel
2007,Baltimore Ravens,Strength and conditioning,Jeff Friday
2007,Baltimore Ravens,Assistant strength and conditioning,Paul Ricci
2007,Buffalo Bills,Owner/CEO/president,Ralph Wilson
2007,Buffalo Bills,Head coach,Dick Jauron
2007,Buffalo Bills,Assistant head coach,Bobby April
2007,Buffalo Bills,Assistant to the head coach/special projects,Chuck Lester
2007,Buffalo Bills,Offensive coordinator,Steve Fairchild
2007,Buffalo Bills,Quarterbacks,Turk Schonert
2007,Buffalo Bills,Running game coordinator/running backs,Eric Studesville
2007,Buffalo Bills,Wide receivers,Tyke Tolbert
2007,Buffalo Bills,Tight ends,Charlie Coiner
2007,Buffalo Bills,Offensive line,Jim McNally
2007,Buffalo Bills,Assistant offensive line,Sean Kugler
2007,Buffalo Bills,Offensive quality control,Alex Van Pelt
2007,Buffalo Bills,Defensive coordinator,Perry Fewell
2007,Buffalo Bills,Defensive line,Bill Kollar
2007,Buffalo Bills,Linebackers,Matt Sheldon
2007,Buffalo Bills,Defensive backs,George Catavolos
2007,Buffalo Bills,Defensive/special teams assistant,DeMontie Cross
2007,Buffalo Bills,Defensive quality control,Adrian White
2007,Buffalo Bills,Special teams coordinator,Bobby April
2007,Buffalo Bills,Head strength and conditioning,John Allaire
2007,Carolina Panthers,Owner/founder,Jerry Richardson
2007,Carolina Panthers,President,Mark Richardson
2007,Carolina Panthers,General manager,Marty Hurney
2007,Carolina Panthers,Director of college scouting,Don Gregory
2007,Carolina Panthers,Director of pro scouting,Mark Koncz
2007,Carolina Panthers,Head coach,John Fox
2007,Carolina Panthers,Assistant head coach/running backs,Jim Skipper
2007,Carolina Panthers,Offensive coordinator,Jeff Davidson
2007,Carolina Panthers,Passing game coordinator/quarterbacks,Mike McCoy
2007,Carolina Panthers,Wide receivers,Richard Williamson
2007,Carolina Panthers,Offensive line,Dave Magazu
2007,Carolina Panthers,Offensive quality control/tight ends,Geep Chryst
2007,Carolina Panthers,Defensive coordinator,Mike Trgovac
2007,Carolina Panthers,Defensive line,Sal Sunseri
2007,Carolina Panthers,Linebackers,Ken Flajole
2007,Carolina Panthers,Defensive Backs (Secondary),Tim Lewis
2007,Carolina Panthers,Safeties,Mike Gillhamer
2007,Carolina Panthers,Defensive quality control,Sam Mills III
2007,Carolina Panthers,Special teams coordinator,Danny Crossman
2007,Carolina Panthers,Special teams assistant/assistant strength and conditioning,Tony Levine
2007,Carolina Panthers,Strength and conditioning,Jerry Simmons
2007,Chicago Bears,Owner,Virginia Halas McCaskey
2007,Chicago Bears,Chairman,Michael McCaskey
2007,Chicago Bears,President/CEO,Ted Phillips
2007,Chicago Bears,general manager,Jerry Angelo
2007,Chicago Bears,Director of pro personnel,Bobby DePaul
2007,Chicago Bears,Head coach,Lovie Smith
2007,Chicago Bears,Football operations assistant,Andrew Hayes-Stoker
2007,Chicago Bears,Offensive coordinator,Ron Turner
2007,Chicago Bears,Quarterbacks,Pep Hamilton
2007,Chicago Bears,Running backs,Tim Spencer
2007,Chicago Bears,Wide receivers,Darryl Drake
2007,Chicago Bears,Tight ends,Rob Boras
2007,Chicago Bears,Offensive line,Harry Hiestand
2007,Chicago Bears,Offensive assistant/assistant offensive line,Luke Butkus
2007,Chicago Bears,Offensive assistant/quality control,Charles London
2007,Chicago Bears,Defensive coordinator,Bob Babich
2007,Chicago Bears,Defensive line,Brick Haley
2007,Chicago Bears,Linebackers,Bob Babich
2007,Chicago Bears,Linebackers,Hardy Nickerson
2007,Chicago Bears,Defensive backs,Steven Wilks
2007,Chicago Bears,Assistant defensive backs,Gill Byrd
2007,Chicago Bears,Defensive assistant,Lloyd Lee
2007,Chicago Bears,Special teams,Dave Toub
2007,Chicago Bears,Assistant special teams,Kevin O'Dea
2007,Chicago Bears,Director of physical development,Rusty Jones
2007,Chicago Bears,Strength and conditioning assistant,Jim Arthur
2007,Denver Broncos,Majority Owner / President and chief executive officer,Pat Bowlen
2007,Denver Broncos,Executive vice president of football operations/head coach,Mike Shanahan
2007,Denver Broncos,Assistant head coach/defense,Jim Bates
2007,Denver Broncos,Assistant head coach/quarterbacks,Mike Heimerdinger
2007,Denver Broncos,Associate head coach,Steve Watson
2007,Denver Broncos,Offensive coordinator/offensive line,Rick Dennison
2007,Denver Broncos,Running backs,Bobby Turner
2007,Denver Broncos,Wide receivers/quarterbacks,Jeremy Bates
2007,Denver Broncos,Tight ends,Pat McPherson
2007,Denver Broncos,Offensive assistant,Jim Ryan
2007,Denver Broncos,Defensive coordinator/defensive backs,Bob Slowik
2007,Denver Broncos,Defensive line,Jacob Burney
2007,Denver Broncos,Defensive line,Bill Johnson
2007,Denver Broncos,Linebackers,Joe Baker
2007,Denver Broncos,Assistant defensive backs,Ronnie Bradford
2007,Denver Broncos,Defensive assistant,Charlie Jackson
2007,Denver Broncos,Special teams coordinator,Scott O'Brien
2007,Denver Broncos,Special teams assistant,Keith Burns
2007,Denver Broncos,Special teams assistant,Ryan Slowik
2007,Denver Broncos,Strength and conditioning,Rich Tuten
2007,Denver Broncos,Assistant Strength & Conditioning,Dwayne Chandler
2007,Denver Broncos,Assistant strength and conditioning,Greg Saporta
2007,Detroit Lions,Owner/Chairman,William Clay Ford
2007,Detroit Lions,Vice chairman,William Clay Ford Jr.
2007,Detroit Lions,President/CEO,Matt Millen
2007,Detroit Lions,Executive Vice President/COO,Tom Lewand
2007,Detroit Lions,Director of pro personnel,Sheldon White
2007,Detroit Lions,Head coach,Rod Marinelli
2007,Detroit Lions,Offensive coordinator,Mike Martz
2007,Detroit Lions,Quarterbacks,Adam Gase
2007,Detroit Lions,Running backs,Wilbert Montgomery
2007,Detroit Lions,Wide receivers,Kippy Brown
2007,Detroit Lions,Tight ends,Pat Carter
2007,Detroit Lions,Offensive line,Jim Colletto
2007,Detroit Lions,Assistant offensive line,Mike Barry
2007,Detroit Lions,Offensive assistant,Shawn Jefferson
2007,Detroit Lions,Offensive assistant,Tim Martz
2007,Detroit Lions,Defensive coordinator,Joe Barry
2007,Detroit Lions,Defensive line,Joe Cullen
2007,Detroit Lions,Linebackers,Phil Snow
2007,Detroit Lions,Defensive backs,Clayton Lopez
2007,Detroit Lions,Defensive assistant,Fred Reed
2007,Detroit Lions,Defensive quality control,Don Clemons
2007,Detroit Lions,Special teams,Stan Kwan
2007,Detroit Lions,Assistant special teams,Sam Gash
2007,Detroit Lions,Coordinator of physical development,Jason Arapoff
2007,Detroit Lions,Strength and conditioning,Malcolm Blacken
2007,Houston Texans,"Founder, chairman and chief executive officer",Bob McNair
2007,Houston Texans,General manager,Rick Smith
2007,Houston Texans,President,Jamey Rootes
2007,Houston Texans,Director of pro personnel,Brian Gardner
2007,Houston Texans,Associate director of pro personnel,Bobby Grier
2007,Houston Texans,Director of college scouting,Dale Strahm
2007,Houston Texans,Coordinator of college scouting,Mike Maccagnan
2007,Houston Texans,Head coach,Gary Kubiak
2007,Houston Texans,Assistant head coach/offensive coordinator,Mike Sherman
2007,Houston Texans,Special assistant to the head coach,Bob Karmelowicz
2007,Houston Texans,Quarterbacks,Kyle Shanahan
2007,Houston Texans,Running backs,Chick Harris
2007,Houston Texans,Wide receivers,Larry Kirksey
2007,Houston Texans,Tight ends,Brian Pariani
2007,Houston Texans,Offensive line,John Benton
2007,Houston Texans,Assistant offensive line,Frank Pollack
2007,Houston Texans,Offensive assistant,Tim Bender
2007,Houston Texans,Offensive assistant,Mike McDaniel
2007,Houston Texans,Defensive coordinator,Richard Smith
2007,Houston Texans,Defensive line,Jethro Franklin
2007,Houston Texans,Linebackers,Johnny Holland
2007,Houston Texans,Defensive backs,Jon Hoke
2007,Houston Texans,Assistant defensive backs,Martin Bayless
2007,Houston Texans,Senior defensive assistant,Frank Bush
2007,Houston Texans,Defensive assistant,Perry Carter
2007,Houston Texans,Defensive assistant,Robert Saleh
2007,Houston Texans,Special teams,Joe Marciano
2007,Houston Texans,Administrative coordinator/coaching assistant,Richard Hightower
2007,Houston Texans,Strength and conditioning,Dan Riley
2007,Houston Texans,Assistant strength and conditioning,Ray Wright
2007,Indianapolis Colts,Owner/CEO,James Irsay
2007,Indianapolis Colts,President,Bill Polian
2007,Indianapolis Colts,Senior executive vice president,Pete Ward
2007,Indianapolis Colts,Executive vice president,Bob Terpening
2007,Indianapolis Colts,Vice president of football operations,Chris Polian
2007,Indianapolis Colts,Director of player personnel,Tom Telesco
2007,Indianapolis Colts,Director of pro player personnel,Clyde Powers
2007,Indianapolis Colts,Head coach,Tony Dungy
2007,Indianapolis Colts,Assistant head coach/quarterbacks,Jim Caldwell
2007,Indianapolis Colts,Offensive coordinator,Tom Moore
2007,Indianapolis Colts,Running backs,Gene Huey
2007,Indianapolis Colts,Wide receivers,Clyde Christensen
2007,Indianapolis Colts,Tight ends,Ricky Thomas
2007,Indianapolis Colts,Offensive line,Howard Mudd
2007,Indianapolis Colts,Offensive quality control,Pete Metzelaars
2007,Indianapolis Colts,Defensive coordinator,Ron Meeks
2007,Indianapolis Colts,Defensive line,John Teerlinck
2007,Indianapolis Colts,Linebackers,Mike Murphy
2007,Indianapolis Colts,Defensive backs,Alan Williams
2007,Indianapolis Colts,Special assistant to the defense,Rod Perry
2007,Indianapolis Colts,Defensive assistant,Bill Teerlinck
2007,Indianapolis Colts,Defensive quality control,Carlos Woods
2007,Indianapolis Colts,Special teams,Russ Purnell
2007,Indianapolis Colts,Strength and conditioning,Jon Torine
2007,Indianapolis Colts,Assistant strength and conditioning,Richard Howell
2007,Jacksonville Jaguars,Chairman/chief executive officer,Wayne Weaver
2007,Jacksonville Jaguars,Head coach,Jack Del Rio
2007,Jacksonville Jaguars,Assistant head coach/secondary,Dave Campo
2007,Jacksonville Jaguars,Assistant head coach/tight ends,Mike Tice
2007,Jacksonville Jaguars,Offensive coordinator,Dirk Koetter
2007,Jacksonville Jaguars,Quarterbacks,Mike Shula
2007,Jacksonville Jaguars,Running backs,Kennedy Polamalu
2007,Jacksonville Jaguars,Wide receivers,Todd Monken
2007,Jacksonville Jaguars,Assistant wide receivers,Robert Prince
2007,Jacksonville Jaguars,Offensive line,Andy Heck
2007,Jacksonville Jaguars,Defensive coordinator,Mike Smith
2007,Jacksonville Jaguars,Defensive line,Ray Hamilton
2007,Jacksonville Jaguars,Linebackers,Mark Duffner
2007,Jacksonville Jaguars,Defensive backs,Alvin Reynolds
2007,Jacksonville Jaguars,Defensive assistant/Assistant Defensive Line,Ted Monachino
2007,Jacksonville Jaguars,Special teams,Joe DeCamillis
2007,Jacksonville Jaguars,Assistant special teams,Tom Williams
2007,Jacksonville Jaguars,Strength and conditioning,Mark Asanovich
2007,Jacksonville Jaguars,Assistant strength and conditioning,Les Ebert
2007,Miami Dolphins,Owner/Chairman,H. Wayne Huizenga
2007,Miami Dolphins,President/COO,Bryan Wiedmeier
2007,Miami Dolphins,General manager,Randy Mueller
2007,Miami Dolphins,Head coach,Cam Cameron
2007,Miami Dolphins,Quarterbacks,Terry Shea
2007,Miami Dolphins,Running backs,Bobby Jackson
2007,Miami Dolphins,Wide receivers,Terry Robiskie
2007,Miami Dolphins,Tight ends,Mike Mularkey
2007,Miami Dolphins,Offensive line,Hudson Houck
2007,Miami Dolphins,Assistant offensive line,Tim Davis
2007,Miami Dolphins,Offensive quality control,Marvin Marshall
2007,Miami Dolphins,Special teams coordinator,Keith Armstrong
2007,Miami Dolphins,Assistant special teams,Steve Hoffman
2007,Miami Dolphins,Defensive coordinator,Dom Capers
2007,Miami Dolphins,Defensive ends,Travis Jones
2007,Miami Dolphins,Defensive tackles,Diron Reynolds
2007,Miami Dolphins,Linebackers,George Edwards
2007,Miami Dolphins,Assistant linebackers,Glenn Pires
2007,Miami Dolphins,Secondary (Cornerbacks),Mel Phillips
2007,Miami Dolphins,Secondary (Safeties),Brett Maxie
2007,Miami Dolphins,Defensive secondary coaches assistant,Mike Dumas
2007,Miami Dolphins,Defensive quality control,Chad Walker
2007,Miami Dolphins,Strength and conditioning,Matthew Schiotz
2007,Miami Dolphins,Assistant Athletic Trainer,Troy Maurer
2007,Miami Dolphins,Assistant strength and conditioning,Brad Ohrt
2007,Miami Dolphins,July 28: Activated defensive tackle Brian Soi from the Non,Football Injury list.
2007,Minnesota Vikings,Owner/chairman,Zygi Wilf
2007,Minnesota Vikings,Owner/president,Mark Wilf
2007,Minnesota Vikings,Owner/vice chairman,Leonard Wilf
2007,Minnesota Vikings,Vice president of football operations,Rob Brzezinski
2007,Minnesota Vikings,Vice president of player personnel,Rick Spielman
2007,Minnesota Vikings,Director of player personnel,George Paton
2007,Minnesota Vikings,Director of college scouting,Scott Studwell
2007,Minnesota Vikings,Assistant director of college scouting,Jamaal Stephenson
2007,Minnesota Vikings,Head coach,Brad Childress
2007,Minnesota Vikings,Assistant to the head coach,Kevin Stefanski
2007,Minnesota Vikings,Coaches administrative assistant,Todd Nielson
2007,Minnesota Vikings,Offensive coordinator,Darrell Bevell
2007,Minnesota Vikings,Quarterbacks,Kevin Rogers
2007,Minnesota Vikings,Running backs,Eric Bieniemy
2007,Minnesota Vikings,Assistant running backs,Ryan Ficken
2007,Minnesota Vikings,Wide receivers,George Stewart
2007,Minnesota Vikings,Tight ends,Jimmie Johnson
2007,Minnesota Vikings,Offensive line,Pat Morris
2007,Minnesota Vikings,Assistant offensive line,Jim Hueber
2007,Minnesota Vikings,Defensive coordinator,Leslie Frazier
2007,Minnesota Vikings,Defensive line,Karl Dunbar
2007,Minnesota Vikings,Assistant defensive line,Brendan Daly
2007,Minnesota Vikings,Linebackers,Fred Pagac
2007,Minnesota Vikings,Defensive backs/secondary,Joe Woods
2007,Minnesota Vikings,Assistant secondary,Derek Mason
2007,Minnesota Vikings,Defensive assistant,Jeff Imamura
2007,Minnesota Vikings,Special teams coordinator,Paul Ferraro
2007,Minnesota Vikings,Assistant special teams,Brian Murphy
2007,Minnesota Vikings,Head athletic trainer/director of sports medicine,Eric Sugarman
2007,Minnesota Vikings,Strength and conditioning,Tom Kanavy
2007,Minnesota Vikings,Assistant strength and conditioning,Martin Streight
2007,Minnesota Vikings,Assistant strength and conditioning,Juney Barnett
2007,Minnesota Vikings,Strength and conditioning intern,Chris DiSanto
2008,Cincinnati Bengals,Principal owner/president/general manager,Mike Brown
2008,Cincinnati Bengals,Executive vice president,Katie Blackburn
2008,Cincinnati Bengals,Senior vice president of player personnel,Pete Brown
2008,Cincinnati Bengals,Vice president of player personnel,Paul H. Brown
2008,Cincinnati Bengals,Vice President,John Sayer
2008,Cincinnati Bengals,Vice President,Troy Blackburn
2008,Cincinnati Bengals,Director of player personnel,Duke Tobin
2008,Cincinnati Bengals,Director of Football Operations,Jim Lippincott
2008,Cincinnati Bengals,Head coach,Marvin Lewis
2008,Cincinnati Bengals,Assistant head coach/offensive line,Paul Alexander
2008,Cincinnati Bengals,Offensive coordinator,Bob Bratkowski
2008,Cincinnati Bengals,Quarterbacks,Ken Zampese
2008,Cincinnati Bengals,Running backs,Jim Anderson
2008,Cincinnati Bengals,Wide receivers,Mike Sheppard
2008,Cincinnati Bengals,Tight ends,Jonathan Hayes
2008,Cincinnati Bengals,Assistant Offensive line,Bob Surace
2008,Cincinnati Bengals,Defensive coordinator,Mike Zimmer
2008,Cincinnati Bengals,Defensive line,Jay Hayes
2008,Cincinnati Bengals,Linebackers,Jeff FitzGerald
2008,Cincinnati Bengals,Defensive backs,Kevin Coyle
2008,Cincinnati Bengals,Assistant defensive backs,Louie Cioffi
2008,Cincinnati Bengals,Special teams,Darrin Simmons
2008,Cincinnati Bengals,Assistant special teams/assistant linebackers,Paul Guenther
2008,Cincinnati Bengals,Strength and conditioning,Chip Morton
2008,Cincinnati Bengals,Assistant strength and conditioning,Ray Oliver
2008,Denver Broncos,Majority Owner / President and chief executive officer,Pat Bowlen
2008,Denver Broncos,Executive vice president of football operations/head coach,Mike Shanahan
2008,Denver Broncos,Associate head coach,Steve Watson
2008,Denver Broncos,Offensive coordinator/offensive line,Rick Dennison
2008,Denver Broncos,Quarterbacks,Jeremy Bates
2008,Denver Broncos,Running backs,Bobby Turner
2008,Denver Broncos,Wide receivers,Jedd Fisch
2008,Denver Broncos,Tight ends,Pat McPherson
2008,Denver Broncos,Offensive assistant,Joe Baker
2008,Denver Broncos,Defensive coordinator,Bob Slowik
2008,Denver Broncos,Defensive line,Jacob Burney
2008,Denver Broncos,Defensive line,Bill Johnson
2008,Denver Broncos,Linebackers,Jim Ryan
2008,Denver Broncos,Defensive backs,Ronnie Bradford
2008,Denver Broncos,Assistant defensive backs,Ryan Slowik
2008,Denver Broncos,Defensive assistant,Charlie Jackson
2008,Denver Broncos,Special teams coordinator,Scott O'Brien
2008,Denver Broncos,Special teams assistant,Keith Burns
2008,Denver Broncos,Strength and conditioning,Rich Tuten
2008,Denver Broncos,Assistant strength and conditioning,Dwayne Chandler
2008,Denver Broncos,Assistant strength and conditioning,Greg Saporta
2008,Detroit Lions,Owner/chairman,William Clay Ford Sr.
2008,Detroit Lions,Vice chairman,William Clay Ford Jr.
2008,Detroit Lions,Executive vice president/interim CEO,Tom Lewand
2008,Detroit Lions,Senior vice president/general manager,Martin Mayhew
2008,Detroit Lions,Vice president of football operations,Cedric Saunders
2008,Detroit Lions,Director of college scouting,Scott McEwen
2008,Detroit Lions,Director of pro personnel,Sheldon White
2008,Detroit Lions,Assistant director of college scouting,Lance Newmark
2008,Detroit Lions,Assistant director of pro personnel,Dave Boller and Charlie Sanders
2008,Detroit Lions,Head coach,Rod Marinelli
2008,Detroit Lions,Assistant head coach/pass game coordinator,Kippy Brown
2008,Detroit Lions,Offensive coordinator,Jim Colletto
2008,Detroit Lions,Quarterbacks,Scot Loeffler
2008,Detroit Lions,Running backs,Sam Gash
2008,Detroit Lions,Wide receivers,Shawn Jefferson
2008,Detroit Lions,Tight ends,Pat Carter
2008,Detroit Lions,Assistant offensive line,Mike Barry
2008,Detroit Lions,Offensive assistant,Eric Sutulovich
2008,Detroit Lions,Defensive coordinator,Joe Barry
2008,Detroit Lions,Defensive line,Joe Cullen
2008,Detroit Lions,Linebackers,Phil Snow
2008,Detroit Lions,Secondary,Jimmy Lake
2008,Detroit Lions,Assistant secondary,Clayton Lopez
2008,Detroit Lions,Defensive quality control,Don Clemons
2008,Detroit Lions,Special teams,Stan Kwan
2008,Detroit Lions,Assistant special teams,Bradford Banta
2008,Detroit Lions,Head strength and conditioning,Jason Arapoff
2008,Detroit Lions,Assistant strength and conditioning,Malcolm Blacken
2008,Detroit Lions,Assistant strength and conditioning,Kevin Tolbert
2008,Green Bay Packers,Executive committee,Board of Directors
2008,Green Bay Packers,Chairman/CEO,Mark Murphy
2008,Green Bay Packers,Vice president of football administration/player finance,Russ Ball
2008,Green Bay Packers,Director of football operations,Reggie McKenzie
2008,Green Bay Packers,Director of football operations,John Schneider
2008,Green Bay Packers,Director of college scouting,John Dorsey
2008,Green Bay Packers,Assistant director of college scouting,Shaun Herock
2008,Green Bay Packers,Assistant director of pro personnel,Eliot Wolf
2008,Green Bay Packers,Assistant director of pro personnel,Tim Terry
2008,Green Bay Packers,Head coach,Mike McCarthy
2008,Green Bay Packers,Assistant head coach/linebackers,Winston Moss
2008,Green Bay Packers,Offensive coordinator,Joe Philbin
2008,Green Bay Packers,Quarterbacks,Tom Clements
2008,Green Bay Packers,Running backs,Edgar Bennett
2008,Green Bay Packers,Wide receivers,Jimmy Robinson
2008,Green Bay Packers,Tight ends,Ben McAdoo
2008,Green Bay Packers,Offensive line,James Campen
2008,Green Bay Packers,Assistant offensive line,Jerry Fontenot
2008,Green Bay Packers,Offensive quality control,Ty Knott
2008,Green Bay Packers,Defensive coordinator,Bob Sanders
2008,Green Bay Packers,Defensive ends,Carl Hairston
2008,Green Bay Packers,Defensive tackles,Robert Nunn
2008,Green Bay Packers,Secondary,Kurt Schottenheimer
2008,Green Bay Packers,Defensive nickel package/cornerbacks,Lionel Washington
2008,Green Bay Packers,Defensive quality control,Joe Whitt Jr.
2008,Green Bay Packers,Special teams coordinator,Mike Stock
2008,Green Bay Packers,Assistant special teams,Shawn Slocum
2008,Green Bay Packers,Strength and conditioning,Rock Gullickson
2008,Green Bay Packers,Assistant strength and conditioning,Mark Lovat
